place	lat	long	title	date
ARBROATH	56.5623	-2.5841	Dens Bid Is Record For Scots Club	1950-08-23
Arbroath	56.5623	-2.5841	Dens Bid Is Record For Scots Club	1950-08-23
Tannadice	56.7124	-2.8591	Dens Bid Is Record For Scots Club	1950-08-23
Forfar	56.6441	-2.8890	Dens Bid Is Record For Scots Club	1950-08-23
Station Park	56.8286	-2.2852	Dens Bid Is Record For Scots Club	1950-08-23
Brechin	56.7322	-2.6603	Dens Bid Is Record For Scots Club	1950-08-23
Montrose	56.7092	-2.4672	Dens Bid Is Record For Scots Club	1950-08-23
CARNOUSTIE	56.5014	-2.7090	Dens Bid Is Record For Scots Club	1950-08-23
Gourdon	56.8281	-2.2871	CELTS WIN IN A CANTER	1950-08-23
St Cyrus	56.7740	-2.4177	CELTS WIN IN A CANTER	1950-08-23
Johnshaven	56.7945	-2.3365	CELTS WIN IN A CANTER	1950-08-23
Forfar	56.6441	-2.8890	CHAMPIONS TO MEET AT FORFAR	1950-08-23
MONTROSE	56.7092	-2.4672	CHAMPIONS TO MEET AT FORFAR	1950-08-23
Forfar	56.6441	-2.8890	School Date For Tattie Lifting	1950-08-23
Murroes	56.5041	-2.8743	School Date For Tattie Lifting	1950-08-23
Dundee	56.4584	-2.9737	School Date For Tattie Lifting	1950-08-23
Forfar	56.6441	-2.8890	DAMAGES AWARDED AGAINST BOXER	1950-08-23
Brechin	56.7322	-2.6603	DAMAGES AWARDED AGAINST BOXER	1950-08-23
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-24
DUNDEE	56.4584	-2.9737	ARMS AND THE GERMANS	1950-08-24
Brechin	56.7322	-2.6603	WELL-KNOWN BRECHIN LADY DEAD	1950-08-24
Arbroath	56.5623	-2.5841	WELL-KNOWN BRECHIN LADY DEAD	1950-08-24
Friockheim	56.6379	-2.6586	WELL-KNOWN BRECHIN LADY DEAD	1950-08-24
Forfar	56.6441	-2.8890	ANGUS HONOURS N.F.U. SECRETARY	1950-08-24
Brechin	56.7322	-2.6603		1950-08-24
26 Robert Street	56.5615	-2.5893	Mearns Estates	1950-08-24
7 Westfield Road	56.4671	-2.8815	Mearns Estates	1950-08-24
14 William Street	56.8282	-2.2866	Mearns Estates	1950-08-24
Gourdon	56.8281	-2.2871	Mearns Estates	1950-08-24
St Cyrus	56.7740	-2.4177	Mearns Estates	1950-08-24
16 Baxter Park Terrace	56.4715	-2.9529	LUNAN BAY BATHERS SWEPT FROM RESCUERS' GRASP	1950-08-24
Dundee	56.4584	-2.9737	LUNAN BAY BATHERS SWEPT FROM RESCUERS' GRASP	1950-08-24
93 Magdalen Yard Road	56.4533	-2.9929	LUNAN BAY BATHERS SWEPT FROM RESCUERS' GRASP	1950-08-24
Montrose	56.7092	-2.4672	LUNAN BAY BATHERS SWEPT FROM RESCUERS' GRASP	1950-08-24
Arbroath	56.5623	-2.5841	LUNAN BAY BATHERS SWEPT FROM RESCUERS' GRASP	1950-08-24
Carnoustie	56.5014	-2.7090	STONEHAVEN TENNIS RESULTS	1950-08-24
Montrose	56.7092	-2.4672	STONEHAVEN TENNIS RESULTS	1950-08-24
Links Road	56.4407	-2.8696		1950-08-24
Arbroath	56.5623	-2.5841		1950-08-24
Brechin	56.7322	-2.6603		1950-08-24
Dundee	56.4584	-2.9737		1950-08-24
Dundee	56.4584	-2.9737	CULPABLE HOMICIDE VERDICT BY 8-7	1950-08-24
6 Hunter Street	56.4595	-2.9819	FIFE MAN WENT UP IN FLAMES	1950-08-24
Longforgan	56.4575	-3.1177	WAR-BLINDED MEN MEET	1950-08-24
Montrose	56.7092	-2.4672	WAR-BLINDED MEN MEET	1950-08-24
Brechin	56.7322	-2.6603		1950-08-24
Arbroath	56.5623	-2.5841		1950-08-24
Dundee	56.4584	-2.9737	FOR NEW NURSERY	1950-08-24
12 Atholl Street	56.4704	-3.0120		1950-08-24
Arbroath	56.5623	-2.5841		1950-08-24
18 North William Street	56.4701	-2.9674	Schoolgirl Repeats Perth Show Success	1950-08-24
128 South Street	56.4805	-2.8147	Schoolgirl Repeats Perth Show Success	1950-08-24
MONTROSE	56.7092	-2.4672	TITLE CHASERS IN THE MOOD	1950-08-24
Guthrie Park	56.7291	-2.6480	TITLE CHASERS IN THE MOOD	1950-08-24
Carnoustie	56.5014	-2.7090	Ten Scots In Last 32 Of Boys' Golf	1950-08-24
Cortachy	56.7249	-2.9922	SHIPPING MOVEMENTS.	1950-08-24
Monifieth	56.4831	-2.8161	SPORTS MEETING AT MONIFIETH	1950-08-24
MONIFIETH	56.4831	-2.8161	PERTHSHIRE GOLFERS BEATEN	1950-08-24
Arbroath	56.5623	-2.5841	NEW 'KEEPER FOR MUIRTON	1950-08-24
Gourdon	56.8281	-2.2871	NEW 'KEEPER FOR MUIRTON	1950-08-24
St Cyrus	56.7740	-2.4177	NEW 'KEEPER FOR MUIRTON	1950-08-24
Edzell	56.8097	-2.6557	NEW 'KEEPER FOR MUIRTON	1950-08-24
Arbroath	56.5623	-2.5841	NOT ARBROATH'S LUCKY NIGHT	1950-08-24
Dundee	56.4584	-2.9737	NOT ARBROATH'S LUCKY NIGHT	1950-08-24
Carnoustie	56.5014	-2.7090	Last Night's Score- Board	1950-08-24
Tannadice	56.7124	-2.8591	LATE WINNER AT TANNADICE	1950-08-24
Dundee	56.4584	-2.9737	LATE WINNER AT TANNADICE	1950-08-24
Carnoustie	56.5014	-2.7090	WOLVES WIN AGAIN	1950-08-24
35 Market Street	56.7336	-2.6605	ST ANDREWS MAN DROWNED	1950-08-24
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-25
DUNDEE	56.4584	-2.9737	STORAGE FOR DEFENCE	1950-08-25
Broughty Ferry	56.4674	-2.8761	FORMER STONEHAVEN MINISTER	1950-08-25
Brechin	56.7322	-2.6603	CHURCHGOERS' ROUND ROBIN TURNED DOWN	1950-08-25
Kinneff	56.8678	-2.2401	CHURCHGOERS' ROUND ROBIN TURNED DOWN	1950-08-25
131 Union Street	56.8112	-2.6574	ORDERS AMBIGUOUS, AGREES SHERIFF	1950-08-25
Cedar Road	56.4731	-2.8760		1950-08-25
Broughty Ferry	56.4674	-2.8761		1950-08-25
Arbroath	56.5623	-2.5841		1950-08-25
Edzell	56.8097	-2.6557	PLANE WRECK FOUND ON CLOVA HILLS	1950-08-25
Clova	56.8441	-3.1045	PLANE WRECK FOUND ON CLOVA HILLS	1950-08-25
Cortachy	56.7249	-2.9922	PLANE WRECK FOUND ON CLOVA HILLS	1950-08-25
Kirriemuir	56.6731	-3.0045	PLANE WRECK FOUND ON CLOVA HILLS	1950-08-25
Carnoustie	56.5014	-2.7090	BEACH SHOW'S THIRD ROMANCE	1950-08-25
Kirriemuir	56.6731	-3.0045	GARDENS TO VISIT	1950-08-25
Airlie	56.6383	-3.1168	GARDENS TO VISIT	1950-08-25
37 Hill Street	56.5585	-2.5800		1950-08-25
Arbroath	56.5623	-2.5841		1950-08-25
Brechin	56.7322	-2.6603	Cottar's Pigs Stole The Limelight	1950-08-25
Forfar Road	56.4847	-2.9514	MORGAN F.P. RUGBY CLUB OFFICIALS	1950-08-25
1 Shaftesbury Place	56.4569	-3.0029	MORGAN F.P. RUGBY CLUB OFFICIALS	1950-08-25
Dundee	56.4584	-2.9737	MORGAN F.P. RUGBY CLUB OFFICIALS	1950-08-25
13 Ulverston Terrace	56.4885	-2.9824	"TREAT" WAS STOLEN	1950-08-25
Dundee	56.4584	-2.9737	"TREAT" WAS STOLEN	1950-08-25
Mains Loan	56.4807	-2.9576	"TREAT" WAS STOLEN	1950-08-25
14 Sutherland Street	56.4691	-3.0143	MOTOR CYCLIST FIXED	1950-08-25
Logie Street	56.4680	-3.0014	MOTOR CYCLIST FIXED	1950-08-25
Cortachy	56.7249	-2.9922	SHIPPING MOVEMENTS	1950-08-25
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-08-25
Carnoustie	56.5014	-2.7090	Carnoustie Golf Pro. Goes South	1950-08-25
Carnoustie	56.5014	-2.7090	LAN YOUNG TO PLAY IN TASSIE	1950-08-25
Montrose	56.7092	-2.4672	LAN YOUNG TO PLAY IN TASSIE	1950-08-25
Montrose	56.7092	-2.4672	BROTHERS ADVANCE AT STONEHAVEN	1950-08-25
Perth Road	56.4565	-3.0159	TANDEM RECORD BROKEN	1950-08-25
Brechin	56.7322	-2.6603	ANGLING.	1950-08-25
Edzell	56.8097	-2.6557	ANGLING.	1950-08-25
ARBROATH	56.5623	-2.5841	SURREY RACE FOR RUNS	1950-08-25
Carnoustie	56.5014	-2.7090	WOMEN'S HOLDER IN SEMI-FINAL	1950-08-25
Arbroath	56.5623	-2.5841	Three Scots Boys In Last Eight	1950-08-25
MONTROSE	56.7092	-2.4672	Three Scots Boys In Last Eight	1950-08-25
BRECHIN	56.7322	-2.6603	DOUG. MUDIE SIGNS FOR EX-SERVICE	1950-08-25
Montrose	56.7092	-2.4672	DOUG. MUDIE SIGNS FOR EX-SERVICE	1950-08-25
Tannadice	56.7124	-2.8591	"WEE DERBY" TO-NIGHT	1950-08-25
Dundee	56.4584	-2.9737	Alan Brown To Take His Case To League	1950-08-25
Dundee	56.4584	-2.9737	Dundee's Outlet To The World	1950-08-25
43 Harefield Road	56.4747	-3.0045	His Trip Cut Short	1950-08-25
Dundee	56.4584	-2.9737	His Trip Cut Short	1950-08-25
Kinnell	56.6444	-2.6385	CHARGES FOLLOW ROAD ACCIDENTS	1950-08-25
Arbroath	56.5623	-2.5841	CHARGES FOLLOW ROAD ACCIDENTS	1950-08-25
21 Gowan Street	56.5584	-2.5910	CHARGES FOLLOW ROAD ACCIDENTS	1950-08-25
2 Hill Place	56.5592	-2.5796	CHARGES FOLLOW ROAD ACCIDENTS	1950-08-25
Dundee	56.4584	-2.9737	Dundee Will Have Jobs For 3500	1950-08-25
Broughty Ferry	56.4674	-2.8761	SALE OF WORK FOR BROUGHTY HOME	1950-08-25
Gray Street	56.4737	-3.0204	SALE OF WORK FOR BROUGHTY HOME	1950-08-25
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-26
Farnell	56.6899	-2.6090	Vegetables Take Arbroath Show Title	1950-08-26
44 King Street	56.7153	-2.4667	Vegetables Take Arbroath Show Title	1950-08-26
Montrose	56.7092	-2.4672	Vegetables Take Arbroath Show Title	1950-08-26
Forfar	56.6441	-2.8890	Vegetables Take Arbroath Show Title	1950-08-26
Arbroath	56.5623	-2.5841	Vegetables Take Arbroath Show Title	1950-08-26
29 Priory Crescent	56.5690	-2.5818	Vegetables Take Arbroath Show Title	1950-08-26
Brechin	56.7322	-2.6603	Vegetables Take Arbroath Show Title	1950-08-26
Montrose	56.7092	-2.4672		1950-08-26
56 Old Craigie Road	56.4752	-2.9415	It’s A Way They Have In Zanzibar	1950-08-26
45 Lilybank Road	56.4666	-2.9560		1950-08-26
Dundee	56.4584	-2.9737		1950-08-26
Monifieth	56.4831	-2.8161	BRADSHAW WINS IRISH TITLE	1950-08-26
DUNDEE	56.4584	-2.9737	BRADSHAW WINS IRISH TITLE	1950-08-26
BRECHIN	56.7322	-2.6603	FOOTBALL MEN IN BOWLS CONTEST	1950-08-26
Carnoustie	56.5014	-2.7090	TENNIS FINALISTS AT STONEHAVEN	1950-08-26
Dundee	56.4584	-2.9737	Granny Goes By Bike	1950-08-26
Montrose	56.7092	-2.4672	Granny Goes By Bike	1950-08-26
Montrose	56.7092	-2.4672	MONTROSE WOMAN SERIOUSLY INJURED	1950-08-26
Southesk Street	56.7333	-2.6560	MONTROSE WOMAN SERIOUSLY INJURED	1950-08-26
Balmain Street	56.7089	-2.4689	MONTROSE WOMAN SERIOUSLY INJURED	1950-08-26
25 Gowrie Street	56.4407	-2.9373	MONTROSE WOMAN SERIOUSLY INJURED	1950-08-26
Bridgend	56.8044	-2.7600	MONTROSE WOMAN SERIOUSLY INJURED	1950-08-26
Tayport	56.4465	-2.8800	FIRE OUTBREAK AT TAYPORT WORKS	1950-08-26
Montrose	56.7092	-2.4672	PLANES WILL KEEP UP HUNT FOR WHALER	1950-08-26
Dundee	56.4584	-2.9737	MODEL YACHTS COMPETE TO-DAY	1950-08-26
Dundee	56.4584	-2.9737	HARRIS RUGBY CLUB TO PLAY ON	1950-08-26
20 Corso Street	56.4589	-2.9952	HARRIS RUGBY CLUB TO PLAY ON	1950-08-26
11 Guthrie Terrace	56.4740	-2.8475	DUNDEE ESTATES	1950-08-26
Barnhill	56.4747	-2.8575	DUNDEE ESTATES	1950-08-26
Dundee	56.4584	-2.9737	DUNDEE ESTATES	1950-08-26
1 Bridge Street	56.4727	-2.8458	DUNDEE ESTATES	1950-08-26
Carnoustie	56.5014	-2.7090	DUNDEE ESTATES	1950-08-26
8 Adelaide Place	56.4678	-2.9867	DUNDEE ESTATES	1950-08-26
67 Monifieth Road	56.4688	-2.8616	DUNDEE ESTATES	1950-08-26
Broughty Ferry	56.4674	-2.8761	DUNDEE ESTATES	1950-08-26
6 Blackness Street	56.4600	-2.9935		1950-08-26
Dundee	56.4584	-2.9737		1950-08-26
Carnoustie	56.5014	-2.7090	ACCOMMODATION AT £540 PER BOY	1950-08-26
Dundee	56.4584	-2.9737	EMINENT BOTANISTS AT DUNDEE SHOW	1950-08-26
Kirriemuir	56.6731	-3.0045	EMINENT BOTANISTS AT DUNDEE SHOW	1950-08-26
Kinnell	56.6444	-2.6385	Flowers Overflow At Dunfermline	1950-08-26
Kirriemuir	56.6731	-3.0045	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Dundee	56.4584	-2.9737	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Miller's Wynd	56.4569	-2.9874	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
West Ferry	56.4728	-2.8947	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Broughty Ferry	56.4674	-2.8761	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Wormit	56.4241	-2.9809	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Birkhill	56.4960	-3.0549	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Invergowrie	56.4596	-3.0621	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Ninewells	56.4581	-3.0369	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Old Craigie Road	56.4752	-2.9415	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Megginch Gardens	56.4918	-2.9301	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Tayport	56.4465	-2.8800	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Glamis	56.6084	-3.0038	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Forfar	56.6441	-2.8890	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Monikie	56.5335	-2.8134	SCOTS GARDENERS COULD EARN DOLLARS	1950-08-26
Broughty Ferry	56.4674	-2.8761	COMPANY NEWS	1950-08-26
53 Long Lane	56.4664	-2.8743	COMPANY NEWS	1950-08-26
Carnoustie	56.5014	-2.7090	YOUNG TO MEET IRISH CHAMPION	1950-08-26
Gateside	56.5870	-2.9148	PERTH LIVESTOCK	1950-08-26
Muirhead	56.4969	-3.0665	PERTH LIVESTOCK	1950-08-26
Montrose	56.7092	-2.4672	HOMING	1950-08-26
Brechin	56.7322	-2.6603	HOMING	1950-08-26
Monifieth	56.4831	-2.8161	HOMING	1950-08-26
Broughty Ferry	56.4674	-2.8761	HOMING	1950-08-26
Forfar	56.6441	-2.8890	To-Day's Line-Up	1950-08-26
Forfar	56.6441	-2.8890	To-Day’s Card And Refs.	1950-08-26
Brechin	56.7322	-2.6603	To-Day’s Card And Refs.	1950-08-26
Monifieth	56.4831	-2.8161	TOMMY WALKER LOOKED ON	1950-08-26
Broughty Ferry	56.4674	-2.8761	TOMMY WALKER LOOKED ON	1950-08-26
FORFAR	56.6441	-2.8890	TOMMY WALKER LOOKED ON	1950-08-26
Forfar	56.6441	-2.8890	TOMMY WALKER LOOKED ON	1950-08-26
East End	56.8287	-2.2822	TOMMY WALKER LOOKED ON	1950-08-26
St Cyrus	56.7740	-2.4177	TOMMY WALKER LOOKED ON	1950-08-26
Gourdon	56.8281	-2.2871	TOMMY WALKER LOOKED ON	1950-08-26
Edzell	56.8097	-2.6557	TOMMY WALKER LOOKED ON	1950-08-26
Johnshaven	56.7945	-2.3365	TOMMY WALKER LOOKED ON	1950-08-26
Dundee	56.4584	-2.9737	THRILLS—BUT NO GOALS	1950-08-26
Craigie	56.4777	-2.9307	THRILLS—BUT NO GOALS	1950-08-26
Edzell	56.8097	-2.6557	CLANSMEN FOR EDZELL	1950-08-26
Broughty Ferry	56.4674	-2.8761	BACK TO BROUGHTY	1950-08-26
Hilltown	56.4690	-2.9746	THIRTY DAYS FOR THEFT FROM BALLROOM	1950-08-26
Dundee	56.4584	-2.9737	THIRTY DAYS FOR THEFT FROM BALLROOM	1950-08-26
Dock Street	56.4600	-2.9670	THIRTY DAYS FOR THEFT FROM BALLROOM	1950-08-26
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-28
Montrose	56.7092	-2.4672	DR HILL NAILS GOVERNMENT WHOPPERS	1950-08-28
St Cyrus	56.7740	-2.4177	DR HILL NAILS GOVERNMENT WHOPPERS	1950-08-28
Forfar	56.6441	-2.8890	DR HILL NAILS GOVERNMENT WHOPPERS	1950-08-28
Dundee	56.4584	-2.9737	The Hard Facts	1950-08-28
Arbroath	56.5623	-2.5841	GUARD OF BROWNIES FOR ARBROATH BRIDE	1950-08-28
38 Ernest Street	56.5635	-2.5784	GUARD OF BROWNIES FOR ARBROATH BRIDE	1950-08-28
High Street	56.5595	-2.5815	GUARD OF BROWNIES FOR ARBROATH BRIDE	1950-08-28
Blackness Avenue	56.4587	-2.9985	DUNDEE CHURCH WEDDING	1950-08-28
Kingsway East	56.4783	-2.9388	DUNDEE CHURCH WEDDING	1950-08-28
Longforgan	56.4575	-3.1177		1950-08-28
Forfar	56.6441	-2.8890	OPEN “50” WINNERS	1950-08-28
Dundee Road	56.6286	-2.8978	OPEN “50” WINNERS	1950-08-28
Clova	56.8441	-3.1045	TROPHY FOR BEST CLOVA SHEEPDOG	1950-08-28
Arbroath	56.5623	-2.5841	TROPHY FOR BEST CLOVA SHEEPDOG	1950-08-28
Montrose	56.7092	-2.4672	Mac Bailey’s Record Furlong	1950-08-28
Arbroath	56.5623	-2.5841	Mac Bailey’s Record Furlong	1950-08-28
Arbroath	56.5623	-2.5841	JANITOR HURT IN SCHOOL EXPLOSION	1950-08-28
Dundee	56.4584	-2.9737	“HOLD-UP” SEEN BY HUNDREDS	1950-08-28
High Street	56.4708	-3.0088	“HOLD-UP” SEEN BY HUNDREDS	1950-08-28
Reform Street	56.4814	-2.8163	“HOLD-UP” SEEN BY HUNDREDS	1950-08-28
Dundee	56.4584	-2.9737	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
6 Lawside Terrace	56.4683	-2.9938	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Dock Street	56.4600	-2.9670	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Commercial Street	56.4614	-2.9681	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Union Street	56.4587	-2.9705	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Dens Road	56.4718	-2.9684	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Kingsway	56.4827	-2.9706	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
2 St Andrew Street	56.7335	-2.6623	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Forfar	56.6441	-2.8890	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Station Park	56.8286	-2.2852	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Castle Street	56.4654	-2.8652	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
West High Street	56.6432	-2.8910	TOWNS FLOODED IN TWENTY-MINUTE CLOUDBURST	1950-08-28
Invergowrie	56.4596	-3.0621	This Is Dundee-Perth Highway	1950-08-28
Montrose	56.7092	-2.4672	Chop-and-Change Team Leads	1950-08-28
Arbroath	56.5623	-2.5841	Chop-and-Change Team Leads	1950-08-28
Brechin	56.7322	-2.6603	Chop-and-Change Team Leads	1950-08-28
East End	56.8287	-2.2822	Chop-and-Change Team Leads	1950-08-28
Station Park	56.8286	-2.2852	Chop-and-Change Team Leads	1950-08-28
Edzell	56.8097	-2.6557	Chop-and-Change Team Leads	1950-08-28
St Cyrus	56.7740	-2.4177	Chop-and-Change Team Leads	1950-08-28
Montrose	56.7092	-2.4672	ANOTHER TITLE FOR R.D. MILLS	1950-08-28
Arbroath	56.5623	-2.5841	ANOTHER TITLE FOR R.D. MILLS	1950-08-28
ARBROATH	56.5623	-2.5841	Washbrook For Aussie Tour After All	1950-08-28
Arbroath	56.5623	-2.5841	Washbrook For Aussie Tour After All	1950-08-28
BRECHIN	56.7322	-2.6603	Washbrook For Aussie Tour After All	1950-08-28
Brechin	56.7322	-2.6603	Washbrook For Aussie Tour After All	1950-08-28
Guthrie Park	56.7291	-2.6480	Washbrook For Aussie Tour After All	1950-08-28
Montrose	56.7092	-2.4672	STONEHAVEN TENNIS WINNERS	1950-08-28
Dundee	56.4584	-2.9737	Charlie Does It Again—In A Storm	1950-08-28
Invergowrie	56.4596	-3.0621	Charlie Does It Again—In A Storm	1950-08-28
Riverside Drive	56.4531	-2.9998	Charlie Does It Again—In A Storm	1950-08-28
Longforgan	56.4575	-3.1177	Charlie Does It Again—In A Storm	1950-08-28
Arbroath	56.5623	-2.5841	The Score-Board	1950-08-28
Montrose	56.7092	-2.4672	The Score-Board	1950-08-28
Inverkeilor	56.6339	-2.5481		1950-08-28
Arbroath	56.5623	-2.5841		1950-08-28
Beechwood Park	56.5038	-2.7248	HARP SIGN CENTRE FROM FIFE	1950-08-28
Ferryden	56.6989	-2.4752	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
Arbroath	56.5623	-2.5841	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
Whitfield	56.4918	-2.9170	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
BARNHILL	56.4747	-2.8575	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
Craigie	56.4777	-2.9307	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
Barnhill	56.4747	-2.8575	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
MONTROSE	56.7092	-2.4672	DUNDEE MASONIC KINK’S SUCCESS	1950-08-28
Tealing	56.5336	-2.9631	ANGLING.	1950-08-28
Brechin	56.7322	-2.6603	ANGLING.	1950-08-28
Monikie	56.5335	-2.8134	ANGLING.	1950-08-28
MONIFIETH	56.4831	-2.8161	Irish Boy Is Golf Champion	1950-08-28
FORFAR	56.6441	-2.8890	Irish Boy Is Golf Champion	1950-08-28
DUNDEE	56.4584	-2.9737	Irish Boy Is Golf Champion	1950-08-28
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS.	1950-08-28
Forfar	56.6441	-2.8890	LEWES RUNNERS	1950-08-28
Arbroath	56.5623	-2.5841	LEWES RUNNERS	1950-08-28
Arbroath	56.5623	-2.5841	How They Stand	1950-08-28
ARBROATH	56.5623	-2.5841	ARBROATH DEFENCE IS TOPS	1950-08-28
Arbroath	56.5623	-2.5841	ARBROATH DEFENCE IS TOPS	1950-08-28
Arbroath	56.5623	-2.5841	Mid-Week Games Hold The Answer	1950-08-28
Forfar	56.6441	-2.8890	Mid-Week Games Hold The Answer	1950-08-28
Dundee	56.4584	-2.9737	WAS THE REFEREE TOO HASTY?	1950-08-28
FORFAR	56.6441	-2.8890	United’s “New Centre” Was Peter M‘Kay!	1950-08-28
Forfar	56.6441	-2.8890	United’s “New Centre” Was Peter M‘Kay!	1950-08-28
Montrose	56.7092	-2.4672	A Debut To Remember	1950-08-28
BRECHIN	56.7322	-2.6603	A Debut To Remember	1950-08-28
Riverside Drive	56.4531	-2.9998	Tay R.N.V R. Is Proud Of Its Oarsmen	1950-08-28
Dundee	56.4584	-2.9737	BULL ATTACKS MAN ON FIFE FARM	1950-08-28
Gateside	56.5870	-2.9148	GATESIDE’S FIRST SHOW SCORES	1950-08-28
Hilltown	56.4690	-2.9746	THIEF LEAVES HIS SUIT	1950-08-28
16 Sandeman Street	56.4752	-2.9678	THIEF LEAVES HIS SUIT	1950-08-28
Dundee	56.4584	-2.9737	NEWTYLE MAN AND SON HURT	1950-08-28
154 Brook Street	56.4614	-2.9873	NEWTYLE MAN AND SON HURT	1950-08-28
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-29
Dundee	56.4584	-2.9737	Dundee Courier and Advertiser	1950-08-29
Dundee	56.4584	-2.9737	HOUSING SCHEME WRECKERS	1950-08-29
Dundee	56.4584	-2.9737	THE ANGUS EXCAVATIONS	1950-08-29
Arbroath	56.5623	-2.5841	THE ANGUS EXCAVATIONS	1950-08-29
22 Park Avenue	56.4712	-2.9551	WIDOW EVICTED AT COWDENBEATH	1950-08-29
Dundee	56.4584	-2.9737	THEY’RE FITBA’ DAFT AT THE PALACE	1950-08-29
Montrose	56.7092	-2.4672		1950-08-29
Forfar	56.6441	-2.8890		1950-08-29
Arbirlot	56.5546	-2.6512		1950-08-29
Dundee	56.4584	-2.9737	THREE HURT IN WORKS ACCIDENT	1950-08-29
50 Church Street	56.4678	-2.8793	THREE HURT IN WORKS ACCIDENT	1950-08-29
Helmsdale Drive	56.4936	-2.9842	THREE HURT IN WORKS ACCIDENT	1950-08-29
Dundee	56.4584	-2.9737	MINISTER FOR GLENDEVON	1950-08-29
Broughty Ferry	56.4674	-2.8761	MINISTER FOR GLENDEVON	1950-08-29
Dundee	56.4584	-2.9737	GIRL JUST FAILS IN PIER SWIM	1950-08-29
ARBROATH	56.5623	-2.5841	THE ROAD HOLE DECIDED	1950-08-29
Montrose	56.7092	-2.4672	HOMING	1950-08-29
Dundee	56.4584	-2.9737	HOMING	1950-08-29
Hilltown	56.4677	-2.9731	HOMING	1950-08-29
Longforgan	56.4575	-3.1177	HOMING	1950-08-29
Carnoustie	56.5014	-2.7090	HOMING	1950-08-29
Invergowrie	56.4596	-3.0621	HOMING	1950-08-29
Dundee	56.4584	-2.9737	D.,P., and L. Co. To Have New London	1950-08-29
22 Park Avenue	56.4712	-2.9551	Mother Of Nine Evicted	1950-08-29
Dundee	56.4584	-2.9737		1950-08-29
Kinnell	56.6444	-2.6385	Threatened To Slash Girls	1950-08-29
52 Cowan Street	56.4695	-2.9628	Threatened To Slash Girls	1950-08-29
Woodside Road	56.4858	-3.0842		1950-08-29
Wilkie's Lane	56.4599	-2.9877		1950-08-29
Dundee	56.4584	-2.9737		1950-08-29
Walton Street	56.4609	-2.9859	RECKLESS GOVT. SPENDING	1950-08-29
Arbroath	56.5623	-2.5841		1950-08-29
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-08-29
Montrose	56.7092	-2.4672		1950-08-29
Ferryden	56.6989	-2.4752		1950-08-29
Kirkton	56.4140	-3.0357	VANDALS SLOW DOWN DUNDEE HOUSING	1950-08-29
Ambleside Terrace	56.4881	-2.9798	VANDALS SLOW DOWN DUNDEE HOUSING	1950-08-29
Dundee	56.4584	-2.9737	VANDALS SLOW DOWN DUNDEE HOUSING	1950-08-29
Dundee	56.4584	-2.9737	DUNDEE JUTE MARKET	1950-08-29
Dundee	56.4584	-2.9737	TRUST COMPANY’S HIGHEST REVENUE	1950-08-29
Dundee	56.4584	-2.9737	COMPANY NEWS	1950-08-29
